title,url,content
NewsNews,https://www.bbc.com/news/topics/c2vdnvdg6xxt,"Hamas releases three more Israelis, as 369 Palestinians are handed over in the sixth exchange in recent weeks.  US-Israeli talks follow President Trump's proposal - widely condemned internationally - to take over Gaza and move the Palestinians out. After decades of close ties, what happens to Gaza could put Egypt-US friendship at risk. The footage appeared to show the pair threatening to kill and refuse to treat Israeli patients. King Abdullah rejected the plan for Gaza's population to be relocated to nearby countries, including Jordan.  US-Israeli talks follow President Trump's proposal - widely condemned internationally - to take over Gaza and move the Palestinians out. A BBC film follows children over nine months including one boy, 11, who volunteered at al-Aqsa hospital. People on both sides of the conflict have shared their anxieties as gears grow that the fighting could resume. After decades of close ties, what happens to Gaza could put Egypt-US friendship at risk. The BBC's diplomatic correspondent looks at what is behind Hamas announcing a delay to new hostage releases. A total of 141 people captured during the 7 October attacks have been released or freed. Concerns were raised over the condition of freed Israeli hostages and Palestinian prisoners after the latest exchange. The ceasefire agreement in the Gaza war follows 15 months of fighting between Israel and Hamas. Hostages and prisoners are being released in the first phase of deal between Israel and Hamas. The US president creates uncertainty and injects more instability, our international editor writes. Netanyahu's far-right allies will cheer the proposal, but Arab nations will see it as ethnic cleansing of Palestinians. BBC Verify examines how fighting has impacted civilians lives in Gaza, after over a year of fighting. What the conflict in 2024 means for 2025... Hundreds of thousands of displaced have returned to the north since Monday, but many have found their homes in ruins. The BBC hears from the parents of four young women who were taken by Hamas on 7 October 2023 and held for 15 months. The 23-year-old says the neighbourhood she grew up in is now almost unrecognisable. The in-laws of Eli Sharabi say they are worried he may not know his wife and daughters have been killed. There were jubilant scenes in the West Bank, as more Palestinians were released from Israeli jails under the ceasefire deal. The niece of freed Israeli hostage Gadi Moses said he mostly ate bread and olives and did math to distract himself during captivity. We take a look at what history can teach us about the conflict in the Middle East. US-Israeli talks follow President Trump's proposal - widely condemned internationally - to take over Gaza and move the Palestinians out. Zakaria, 11, volunteered at a busy Gaza hospital during the war - one of three children in a new BBC documentary. Hamas releases three more Israelis, as 369 Palestinians are handed over in the sixth exchange in recent weeks.  Israel released 369 people on Saturday as Hamas freed three more hostages
 Alexander Troufanov, Yair Horn and Sagui Dekel-Chen were handed over to the Red Cross on Saturday morning. A total of 141 people captured during the 7 October attacks have been released or freed. A total of 70 hostages taken during 7 October attacks are still believed to be in Gaza. A total of 141 people captured during the 7 October attacks have been released or freed. They are set to be released in exchange for Palestinian prisoners held in Israel. Copyright 2025 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking.  "
NewsNews,https://www.bbc.com/news/war-in-ukraine,"Elsewhere, European leaders are preparing for an emergency summit in France as the continent responds to US moves on Ukraine. US officials say direct talks with Russia - the first such talks since its invasion of Ukraine - will not involve Kyiv's European allies. There has been no increase in radiation levels at the plant, Ukraine's president says. How are Russia and Ukraine placed after three years of fighting and with Donald Trump suggesting talks on ending the war could begin soon? Ukraine's president says he will not be shut out of peace negotiations after Trump says he agreed to start talks with Putin.  US officials say direct talks with Russia - the first such talks since its invasion of Ukraine - will not involve Kyiv's European allies. Different narratives from senior US officials on the future of Ukraine have sown confusion in Europe - but was that perhaps the point? It comes as Donald Trump's envoy says Europe will not be involved in peace talks to end the war.  There has been no increase in radiation levels at the plant, Ukraine's president says. Donald Trump's phone call with Putin has shocked both Ukraine's president Zelensky and allies alike, but is it enough to start peace talks? Instead, US Vice President JD Vance shocked delegates by roundly attacking Washington's allies, accusing them of censorship. Many world leaders, including Ukraine's President Zelensky, are finding the world is more uncertain under new US leadership.  The BBC's Frank Gardner says Nato's unity is badly dented with decisions over Ukraine set to be discussed in Munich. Trump and Putin want to make a deal. But Ukrainians question how life after a ceasefire will work.  James Wilton, from Huddersfield, volunteered to fight so he could make a difference, says his father. A Ukrainian grandmother mourns her daughter, grandson and mother - killed in a single Russian strike. Russians and Ukrainians unite in peace and love in Birmingham, for Orthodox Christmas celebrations. Ukraine has not acknowledged the fall of Kurakhove in the war-torn region of  Donetsk. Victoria, Vitaly and James discuss Trump 2.0, Zelensky, Putin and prospects for peace The Munich conference exposed tensions between the US and Europe over Nato and Ukraine - the BBC's Frank Gardner explains why this was a watershed in relations. Sir Keir Starmer said securing a lasting peace in Ukraine was ""essential"" to deter Vladimir Putin from future aggression.  A Ukrainian government source told the BBC Kyiv would not be present at the proposed peace talks. Business Secretary Jonathan Reynolds says the UK could act as a ""bridge"" between the US and Europe. Sir John says US policy will embolden Russia and China, with gains since the fall of the Soviet Union being reversed. It comes as Donald Trump's envoy says Europe will not be involved in peace talks to end the war.  Different narratives from senior US officials on the future of Ukraine have sown confusion in Europe - but was that perhaps the point? The UK PM, who is expected to attend, said it was a ""once in a generation moment for our national security"". US officials say direct talks with Russia - the first such talks since its invasion of Ukraine - will not involve Kyiv's European allies. Copyright 2025 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking.  "
NewsNews,https://www.bbc.com/news/us-canada,"US-Israeli talks follow President Trump's proposal - widely condemned internationally - to take over Gaza and move the Palestinians out. Kentucky has seen the worst effects of the rain thus far, reporting at least eight dead. Police said the victim suffered ""prolonged physical and psychological abuse at the hands of multiple individuals"" before his death. Protesters organized small #TeslaTakeover demonstrations on BlueSky, the rival to Musk's platform X. The unarmed teenager was shot in April 2023 after knocking on the wrong door as he went to pick up his brothers. He survived the shooting.  Kentucky has seen the worst effects of the rain thus far, reporting at least eight dead. The president opened the Nascar season with a flyby and lap in front of the racing cars. Different narratives from senior US officials on the future of Ukraine have sown confusion in Europe - but was that perhaps the point? US officials say direct talks with Russia - the first such talks since its invasion of Ukraine - will not involve Kyiv's European allies. Police said the victim suffered ""prolonged physical and psychological abuse at the hands of multiple individuals"" before his death. Instead, US Vice President JD Vance shocked delegates by roundly attacking Washington's allies, accusing them of censorship. Danielle Sassoon resigned after Trump's justice department ordered her to drop the corruption case against New York Mayor Eric Adams. An order to halt the pursuit of bribery and fraud charges against Adams prompted the resignation of seven career US attorneys. You'll sometimes see one of his children on his shoulders as billionaire Elon Musk makes public appearances.  An anonymous accuser who alleged the two rappers had assaulted her when she was 13 has withdrawn her civil claim. The president opened the Nascar season with a flyby and lap in front of the racing cars. A winter storm has caused chaos on an Oregon highway, with up to 30 vehicles involved in a traffic accident. Two navy pilots safely ejected from the aircraft and were rescued by a nearby fishing boat.
 Heavy snowfall has downed power lines and left tens of thousands without electricity in the US and Canada. The lava fountains shooting out the Kilauea volcano have reached more than 300 ft (91 m) high. Donald Trump's renaming of the Gulf of Mexico and other landmarks suggests his greater vision for America The world's richest man is leading a sweeping cost-cutting drive. What do voters in a key swing state make of his role? The BBC's Steve Rosenberg analyses how one phone call between Moscow and DC has already upended east-west relations. A judge accused the Trump administration of defying his orders, setting up a battle that could end up at the Supreme Court. The billionaire has made a number of exaggerated or unevidenced claims during a White House event. Kentucky has seen the worst effects of the rain thus far, reporting at least eight dead. The president opened the Nascar season with a flyby and lap in front of the racing cars. It is having problems contacting people who were fired in Trump's blitz to shrink the federal workforce. Different narratives from senior US officials on the future of Ukraine have sown confusion in Europe - but was that perhaps the point? Donald Trump's renaming of the Gulf of Mexico and other landmarks suggests his greater vision for America Police said the victim suffered ""prolonged physical and psychological abuse at the hands of multiple individuals"" before his death. You'll sometimes see one of his children on his shoulders as billionaire Elon Musk makes public appearances.  An anonymous accuser who alleged the two rappers had assaulted her when she was 13 has withdrawn her civil claim. An order to halt the pursuit of bribery and fraud charges against Adams prompted the resignation of seven career US attorneys. Copyright 2025 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking.  "
NewsNews,https://www.bbc.com/news/uk,"Business Secretary Jonathan Reynolds says the UK could act as a ""bridge"" between the US and Europe. The papal drama won the big prize of the night, which also saw Adrien Brody, Mikey Madison and Zoe Saldana recognised. Nazanin Zaghari-Ratcliffe's husband urges the government to work ""more promptly"" than it did on her case. Some 147 signatories of a letter say the recently-implemented rule will ""breed division and distrust"". NHS bosses have admitted failing Carly Wesson, Carl Everson and their daughter Ladybird. The papal drama won the big prize of the night, which also saw Adrien Brody, Mikey Madison and Zoe Saldana recognised. Teams in the US are providing support as British police try to recover the killer's deleted searches. Police say they are ""not ruling out the possibility"" that the suspect may have entered the Thames.  Nazanin Zaghari-Ratcliffe's husband urges the government to work ""more promptly"" than it did on her case. An estimated 64,000 birds are being culled after the disease was reported at a business. Reviews of restaurants or other food outlets have become increasingly popular on Instagram and TikTok. US President Donald Trump is set to impose 25% taxes on steel entering the country ""without exceptions"". One driver says the new signs in Bristol are too small as figures show a big rise in speeding fines. The blow-up dome, which houses tennis courts, has caused uproar among residents of Edinburgh's plush Stockbridge. Papal drama Conclave and immigration epic The Brutalist came away as big winners on the British film industry's biggest night. Since 2011, Matthew Streeton's voice has been heard by millions of train passengers in London. The BBC's Ben Schofield says a manhunt is ongoing, but that police believe there is no ongoing risk to the public. About 100 people gathered for a mass ceilidh dance on the newly revamped Sauchiehall Street in Glasgow. Couples of all ages renew their vows in a special Valentine's Day ceremony at Coventry Cathedral.
 Mikey Madison, Demi Moore and Ariana Grande are among the stars expected at the ceremony on Sunday. The mine is 1,000ft (305m) below ground and its raw materials are used in the building industry. The Hutchinsons say they never had quality time together in the UK because the parents had to work so many hours to pay the bills Archive documents show Manchester and Birmingham were considered as alternative settings for the soap. Chloe Cheung was just a year out of school when Hong Kong police issued a million-dollar bounty for her arrest. There has not been a full-time forensic pathologist based in Aberdeen since 2022 and more than £100,000 was spent on locums last year. An estimated 64,000 birds are being culled after the disease was reported at a business. House prices in a Welsh county have fallen by more than 12% year-on-year, according to new figures. NHS bosses have admitted failing Carly Wesson, Carl Everson and their daughter Ladybird. Some 147 signatories of a letter say the recently-implemented rule will ""breed division and distrust"". Mounted police and public order-trained officers were called to an incident in Cardiff city centre.  Swimmers and divers are sharing their memories of the historic Valette bathing pools in Guernsey. The foreign secretary said Vladimir Putin would not ""go away"" even in the event of a negotiated peace in Ukraine The successful player matched all seven Valentine's Day numbers, the lottery operator said. The infrastructure minister says she ""understands the frustrations"" of passengers over flight cuts. Meghan says she is ""beyond proud"" of Harry in an Instagram post, while William and Kate shared a poignant image. Data shows 36% of people experienced anti-social behaviour last year, up from 34% the year before. The lack of certainty about ferry services has been a ""logistical nightmare"", says one team. Copyright 2025 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking.  "
NewsNews,https://www.bbc.com/news/world/africa,"Some people cheered as the fighters entered the city without resistance, two days after taking the airport. He was a pioneering figure who ran a mosque in Cape Town intended as a safe haven for gay Muslims. Uganda's Jacob Kiplimo shatters the half marathon record at a World Athletics event in Barcelona. The chief of defence staff was among those who were prevented from travelling to an official event.  A fraud and corruption case against Kwesi Nyantakyi, the former president of the Ghana Football Association, is dropped after a complex five-year legal battle. He was a pioneering figure who ran a mosque in Cape Town intended as a safe haven for gay Muslims. The collapse, which killed at least 40, took place near Kenieba, in Mali's gold-rich Kayes region. The population of the national bird is declining partly due to encroachment on wetlands by farmers. Uganda's Jacob Kiplimo shatters the half marathon record at a World Athletics event in Barcelona. Despite a US waiver allowing the resumption of humanitarian help, life-saving services have shut. Egyptian fencer Nada Hafez says it is important to tell women ""your body can surprise you"" after competing at the Paris Olympics while seven months pregnant. A selection of the week's best photos from across the African continent and beyond. The US president is ratcheting up pressure on South Africa over its domestic and foreign policy. The oil giant faces allegations it ignored warnings that a clean-up scheme was beset by corruption. Three men tell the BBC they have crossed the border multiple times to fight the military. M23 chief Sultani Makenga, wanted for war crimes, has fought as a rebel and a soldier in two countries. As a documentary about the military disaster is released the BBC speaks to some still affected. Mohamed Salah and Luis Diaz score as Liverpool hold on to beat Wolves and restore seven-point lead in Premier League. There is not much Erling Haaland has failed to do when it comes to scoring goals since he joined Manchester City, although none of his 11 hat-tricks have come quicker than Omar Marmoush's first for the club. Burnley midfielder Hannibal Mejbri accuses Preston forward Milutin Osmajic of racially abusing him during Saturday's Championship match at Deepdale. Former DR Congo captain Youssouf Mulumbu calls on Paris St-Germain to reconsider its Visit Rwanda deal amid the ongoing conflict and humanitarian crisis in his homeland. Days of heavy fighting between M23 rebels and DR Congo's army leave hospitals overwhelmed with patients. Ghana's MPs destroyed parliamentary property, including tables, microphones, sound equipment, and other items.  Rwanda and South Africa are launching rival bids to bring F1 racing back to Africa for the first time since 1993. Borussia Dortmund's Karim Adeyemi talks to BBC Sport Africa about his foundation and why he feels impelled to give back to Nigeria. East Africa's only rink is the one place in Nairobi where temperatures fall below 9C. Three essential stories to round off your working day. Explaining the news from Africa. One question to wake up to every weekday morning. One story from Africa, for Africa M23 rebels have made rapid advances in the latest bout of conflict that has long-dogged the mineral-rich east. Some people cheered as the fighters entered the city without resistance, two days after taking the airport. The collapse, which killed at least 40, took place near Kenieba, in Mali's gold-rich Kayes region. He was a pioneering figure who ran a mosque in Cape Town intended as a safe haven for gay Muslims. The population of the national bird is declining partly due to encroachment on wetlands by farmers. Residents in the Congolese city tell the BBC they are hiding in their homes as the rebels advance. The Rwandan-backed rebels' entry into Bukavu follows their capture of Goma, defying international calls for a ceasefire. Over 450 officials are off work without pay for failing to disclose their assets. A selection of the week's best photos from across the African continent and beyond. Copyright 2025 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking.  "
NewsNews,https://www.bbc.com/news/world/asia,"Eyewitnesses and relatives of victims spoke of their pain and trauma after a crush at an overcrowded railway station claimed 18 lives. Two of India’s top visually impaired female athletes share the challenges of finding the perfect guide runner. Modi and Trump rekindle ties amid a global trade war, balancing tariffs, trade deals and strategic interests. A close-up look at Chinese projects that worry the White House. Hwang Ui-jo, who played for Nottingham Forest, was found guilty of illegally filming sexual encounters.  Two of India’s top visually impaired female athletes share the challenges of finding the perfect guide runner. Chloe Cheung was just a year out of school when Hong Kong police issued a million-dollar bounty for her arrest. The controversial ruling once again shines a spotlight on the issue of marital rape in India, which refuses to criminalise it. Modi and Trump rekindle ties amid a global trade war, balancing tariffs, trade deals and strategic interests. Police arrested her for ""criminal damage"" as the bun did not regain its shape and could not be sold. Trump and Modi, who share warm personal ties, met in the shadow of trade tensions complicating US-India relations. Biren Singh's resignation came almost two years after violence broke out in the north-eastern state.  The Japanese car making giants aimed to combine their businesses to compete against Chinese rivals. The plan comes after India said it would change its strict nuclear liability law. Thai Prime Minister Paetongtarn Shinawatra has pledged to close scam centres along the Thai-Myanmar border. Despite the high demand for domestic workers, they remain India's most vulnerable and exploited people. Some young people in China are finding that AI can offer the unexpected - emotional support US steel suppliers have just over a month to decide how to respond before the new tariffs take effect. Thousands of Indian-origin couples in the US are anxious over Trump's plan to end birthright citizenship. Officers appear to have rejected every application from former Afghan commandos who fought alongside them. Huge crowds gathered in Hong Kong to get a glimpse of Elder Sister and Little Brother
 Kim began her career as a child actor and was seen as one of the country's most promising actresses. Eyewitnesses and relatives of victims spoke of their pain and trauma after a crush at an overcrowded railway station claimed 18 lives. Eyewitnesses tell the BBC a ""huge crowd"" had gathered at the Indian capital's central train station. Two of India’s top visually impaired female athletes share the challenges of finding the perfect guide runner. Chloe Cheung was just a year out of school when Hong Kong police issued a million-dollar bounty for her arrest. The controversial ruling once again shines a spotlight on the issue of marital rape in India, which refuses to criminalise it. Police arrested her for ""criminal damage"" as the bun did not regain its shape and could not be sold. Copyright 2025 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking.  "
NewsNews,https://www.bbc.com/news/world/australia,"Canberra says a Chinese fighter jet released flares in front of an Australian surveillance plane. Chile's Joaquin Niemann shoots a bogey-free seven-under 65 to win the LIV Golf Adelaide title by three shots at the Grange Golf Club in Australia. The footage appeared to show the pair threatening to kill and refuse to treat Israeli patients. The Chelsea striker was charged over an incident at a London police station in 2023. The US president has announced a 25% import tax on steel and aluminium entering America. Chile's Joaquin Niemann shoots a bogey-free seven-under 65 to win the LIV Golf Adelaide title by three shots at the Grange Golf Club in Australia. The US president has announced a 25% import tax on steel and aluminium entering America. Euphoria star Jacob Elordi shines in this remarkable adaptation of a Booker Prize-winning Australian novel. Sam Kerr may have walked free from court after being found not guilty of causing racially aggravated harassment but is that the end of the story for one of women's football's most high profile players? Australian teacher Hannah Grundy was left to track down the man posting deepfake pornography of her. US steel suppliers have just over a month to decide how to respond before the new tariffs take effect. The Afghanistan Women's XI played their first match after an evacuation likened to ""a Jason Bourne movie"", led by three women on the other side of the world. BBC Australia reporter Simon Atkinson visits Townsville, which was hit by severe rainfall over the weekend. Almost 20,000 people visited Sydney's Botanic Gardens to catch a whiff of a rare plant in bloom. Shelley Sykes' son Rory, an Australian citizen who had cerebral palsy and struggled with mobility, did not follow an evacuation order. Footage released by police shows the suspect stripping off their burning clothes and fleeing. Some on the streets of Sydney say it's a ""great idea"" while others suggest responsibility for children's social media use should be with parents. Sam Kerr may have walked free from court after being found not guilty of causing racially aggravated harassment but is that the end of the story for one of women's football's most high profile players? Australia spinner Matthew Kuhnemann is reported for a suspected illegal bowling action following Test series in Sri Lanka. Australia seamer Mitchell Starc opts out of their Champions Trophy squad to continue the two-time winners' disruptive build-up.  The footage appeared to show the pair threatening to kill and refuse to treat Israeli patients. The performance in Perth, Australia was postponed due to the blockage of a major sewer. Australian teacher Hannah Grundy was left to track down the man posting deepfake pornography of her. Reptile handlers say they initially found 40 red-bellied black snakes - before some began giving birth. Australia all-rounder Marcus Stoinis retires from one-day internationals with immediate effect, ruling him out of the Champions Trophy. The new laws come amid a wave of high profile antisemitic attacks which have become a heated topic of debate. Copyright 2025 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking.  "
NewsNews,https://www.bbc.com/news/world/europe,"Elsewhere, European leaders are preparing for an emergency summit in France as the continent responds to US moves on Ukraine. Different narratives from senior US officials on the future of Ukraine have sown confusion in Europe - but was that perhaps the point? A 14-year-old boy was killed and five others were wounded in the attack  in Villach. As clips from Spain's Temptation Island go viral, the BBC speaks to the show's executive producer. The 37-year-old woman and two-year-old child are the first fatalities from Thursday's attack.  Different narratives from senior US officials on the future of Ukraine have sown confusion in Europe - but was that perhaps the point? For years, Navalny was Vladimir Putin's biggest political rival, but now the Russian opposition is weaker than ever.  US officials say direct talks with Russia - the first such talks since its invasion of Ukraine - will not involve Kyiv's European allies. A 14-year-old boy was killed and five others were wounded in the attack  in Villach. German voters go to the polls on 23 February in a pivotal vote focused on immigration and the economy. It comes as Donald Trump's envoy says Europe will not be involved in peace talks to end the war.  The teeth belonging to creatures from roughly 70 million years ago were discoveredin a lorry. Wearing bikinis and going shirtless may soon be banned in the city, as it fights against badly behaved tourists. The Pope has had bronchitis symptoms for several days leading to other officials reading his speeches. Donald Trump's phone call with Putin has shocked both Ukraine's president Zelensky and allies alike, but is it enough to start peace talks? Locals who knew Andrew and Dawn Searle describe their shock - this is a difficult moment for a rural community in the glare of a criminal investigation. A 24-year-old Afghan asylum seeker drove at a group of people and injured at least 28, German police say.  How are Russia and Ukraine placed after three years of fighting and with Donald Trump suggesting talks on ending the war could begin soon? The incident is likely to have an impact on Germany's election in ten days. Drone footage shows plumes of smoke and molten lava spewing from Europe's most active volcano. The BBC's Defence correspondent breaks down a drastic shift in Washington's position on the war in Ukraine. Holocaust survivors have been marking 80 years since the liberation of the Nazi concentration camp, Auschwitz.
 Tens of thousands of people demand action as they gather to remember the victims of Greece's worst railway disaster. It's election day in Belarus - with Alexander Lukashenko set to continue his 31-year-long rule of the country.  The charges are part of an operation targeting a suspected organised crime group in the west of the city.  Sir Keir Starmer said securing a lasting peace in Ukraine was ""essential"" to deter Vladimir Putin from future aggression.  Quam Babatunde was killed at the junction of South Anne Street and Duke Lane Upper. German voters go to the polls on 23 February in a pivotal vote focused on immigration and the economy. A 14-year-old boy was killed and five others were wounded in the attack  in Villach. Wearing bikinis and going shirtless may soon be banned in the city, as it fights against badly behaved tourists. It comes as Donald Trump's envoy says Europe will not be involved in peace talks to end the war.  The UK PM, who is expected to attend, said it was a ""once in a generation moment for our national security"". A man has died after he was stabbed in Dublin city centre on Saturday morning. Copyright 2025 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking.  "
NewsNews,https://www.bbc.com/news/world/latin_america,"A close-up look at Chinese projects that worry the White House. Dell Simancas captures the moment his son, Adrián, is swallowed and spat out by a humpback whale. Mexican prosecutors accuse the pilot of being a key figure in the 'Los Chapitos' drug gang. At least 20 people have been injured after a factory making costumes for Carnival celebrations in Brazil caught fire. Forty people were treated for smoke inhalation after the fire broke out in the Argentine capital. Dell Simancas captures the moment his son, Adrián, is swallowed and spat out by a humpback whale. Politicians in the country want to prohibit the sale of such items, but they face opposition. The Brazilian woman had been accused of murdering three members of her husband's family on Christmas Eve.  Mexican prosecutors accuse the pilot of being a key figure in the 'Los Chapitos' drug gang. The debate over a beloved dish has reignited as Antiguans and Barbudans seek to preserve their cultural heritage.  The move threatens to have a big impact in Canada, a major source of the metals in the US.  Rising sea levels threaten homes in Panama, but not everyone wants to leave. Whoever wins the presidential election will be tasked with restoring security to the country. El Salvador has offered to take in criminals deported from the US and house them in its mega-jail. Video shows the moment police use fancy dress to carry out a drug raid in Lima, Peru. Dell Simancas captures the moment his son, Adrián, is swallowed and spat out by a humpback whale. The Gulf of Mexico has been renamed the Gulf of America on Google Maps in the US. BBC Verify explains why Google made the change. The project aims to boost numbers of threatened tracajás turtles in Amazonas state. Two people were killed in the accident, the Brazilian city's fire department said. The debate over a beloved dish has reignited as Antiguans and Barbudans seek to preserve their cultural heritage.  Video shows the moment police use fancy dress to carry out a drug raid in Lima, Peru. Adrián Simancas, 23, was kayaking off Chilean Patagonia when he found himself inside a whale. Dell Simancas captures the moment his son, Adrián, is swallowed and spat out by a humpback whale. The Brazilian woman had been accused of murdering three members of her husband's family on Christmas Eve.  At least 20 people have been injured after a factory making costumes for Carnival celebrations in Brazil caught fire. Forty people were treated for smoke inhalation after the fire broke out in the Argentine capital. The bus carrying mainly commuters and students plunged into a ravine outside Guatemala City. Daniel Noboa and his main challenger Luisa González received near identical percentages of the vote. Copyright 2025 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking.  "
NewsNews,https://www.bbc.com/news/world/middle_east,"Craig and Lindsay Foreman were travelling through Iran as part of a motorbike trip across the world. The BBC examines the chaos left behind after Iran had to abandon its military bases in Syria.  Researchers find nine mummies they examined all smelled ""woody"", ""spicy"" and ""sweet"". The man and woman, who have not been named, are accused of unspecified security-related offenses.  The UN peacekeeping force in Lebanon has demanded an ""immediate"" investigation after one of the vehicles was set on fire. The BBC examines the chaos left behind after Iran had to abandon its military bases in Syria.  US-Israeli talks follow President Trump's proposal - widely condemned internationally - to take over Gaza and move the Palestinians out. Hamas releases three more Israelis, as 369 Palestinians are handed over in the sixth exchange in recent weeks.  Researchers find nine mummies they examined all smelled ""woody"", ""spicy"" and ""sweet"". People on both sides of the conflict have shared their anxieties as gears grow that the fighting could resume. Israeli forces were due to pull out next Tuesday, but the source says they want to stay for another 10 days. The Arab state is seeking an alternative to Donald Trump's plan to relocate some two million Palestinians. Benjamin Netanyahu tells Israeli forces to prepare for fighting after Hamas postponed more releases. The president's vision for a Gaza under US control could upend the future of Middle East relations. A BBC film follows children over nine months including one boy, 11, who volunteered at al-Aqsa hospital. The BBC hears from the parents of four young women who were taken by Hamas on 7 October 2023 and held for 15 months. Eden Knight had wanted a new life in the US but was persuaded home, according to her final X post.  After decades of close ties, what happens to Gaza could put Egypt-US friendship at risk. The BBC's diplomatic correspondent looks at what is behind Hamas announcing a delay to new hostage releases. Israel released 369 people on Saturday as Hamas freed three more hostages
 Alexander Troufanov, Yair Horn and Sagui Dekel-Chen were handed over to the Red Cross on Saturday morning. Some 180 prisoners are being freed in exchange for three Israeli hostages. Or Levy, Ohad Ben Ami and Eli Sharabi are returning home after being released in Gaza on Saturday.
 Palestinians say they will not leave Gaza after US President Donald Trump proposed a US takeover of the region. Zakaria, 11, volunteered at a busy Gaza hospital during the war - one of three children in a new BBC documentary. Nazanin Zaghari-Ratcliffe's husband urges the government to work ""more promptly"" than it did on her case. The BBC examines the chaos left behind after Iran had to abandon its military bases in Syria.  Hamas releases three more Israelis, as 369 Palestinians are handed over in the sixth exchange in recent weeks.  Craig and Lindsay Foreman were travelling through Iran as part of a motorbike trip across the world. Israel released 369 people on Saturday as Hamas freed three more hostages
 Alexander Troufanov, Yair Horn and Sagui Dekel-Chen were handed over to the Red Cross on Saturday morning. A total of 141 people captured during the 7 October attacks have been released or freed. A total of 70 hostages taken during 7 October attacks are still believed to be in Gaza. Copyright 2025 BBC. All rights reserved.  The BBC is not responsible for the content of external sites. Read about our approach to external linking.  "
